noted VBD lc B-VP
, , punc O
`` `` unknown O
No DT ucf B-NP
one PRP lc I-NP
will MD lc B-VP
want VB lc I-VP
to TO lc I-VP
go VB lc I-VP
into IN lc B-PP
the DT lc B-NP
trade NN lc I-NP
figures NNS lc I-NP
without IN lc B-PP
a DT lc B-NP
flat JJ lc I-NP
position NN lc I-NP
'' '' unknown O
in IN lc B-PP
the DT lc B-NP
pound NN lc I-NP
. . punc O

Meanwhile RB ucf B-ADVP
, , punc O
overall JJ lc B-NP
evidence NN lc I-NP
on IN lc B-PP
the DT lc B-NP
economy NN lc I-NP
remains VBZ lc B-VP
fairly RB lc B-ADJP
clouded VBN lc I-ADJP
. . punc O

In IN ucf B-PP
his PRP$ lc B-NP
Mansion NNP ucf I-NP
House NNP ucf I-NP
speech NN lc I-NP
, , punc O
Mr. NNP unknown B-NP
Lawson NNP ucf I-NP
warned VBD lc B-VP
that IN lc B-SBAR
a DT lc B-NP
further JJ lc I-NP
slowdown NN lc I-NP
can MD lc B-VP
be VB lc I-VP
expected VBN lc I-VP
as IN lc B-SBAR
the DT lc B-NP
impact NN lc I-NP
of IN lc B-PP
the DT lc B-NP
last JJ lc I-NP
rise NN lc I-NP
in IN lc B-PP
interest NN lc B-NP
rates NNS lc I-NP
earlier RBR lc B-NP
this DT lc I-NP
month NN lc I-NP
takes VBZ lc B-VP
effect NN lc B-NP
. . punc O

U.K. JJ unknown B-NP
base NN lc I-NP
rates NNS lc I-NP
are VBP lc B-VP
at IN lc B-PP
their PRP$ lc B-NP
highest JJS lc I-NP
level NN lc I-NP
in IN lc B-PP
eight CD lc B-NP
years NNS lc I-NP
. . punc O

But CC ucf O
consumer NN lc B-NP
expenditure NN lc I-NP
data NNS lc I-NP
released VBD lc B-VP
Friday NNP ucf B-NP
do VBP lc B-VP
n't RB lc I-VP
suggest VB lc I-VP
that IN lc B-SBAR
the DT lc B-NP
U.K. NNP unknown I-NP
economy NN lc I-NP
is VBZ lc B-VP
slowing VBG lc I-VP
that DT lc B-ADVP
quickly RB lc I-ADVP
. . punc O

The DT ucf B-NP
figures NNS lc I-NP
show VBP lc B-VP
that DT lc O
spending NN lc B-NP
rose VBD lc B-VP
0.1 CD num B-NP
% NN num I-NP
in IN lc B-PP
the DT lc B-NP
third JJ lc I-NP
quarter NN lc I-NP
from IN lc B-PP
the DT lc B-NP
second JJ lc I-NP
quarter NN lc I-NP
and CC lc O
was VBD lc B-VP
up IN lc B-ADVP
3.8 CD num B-NP
% NN num I-NP
from IN lc B-PP
a DT lc B-NP
year NN lc I-NP
ago RB lc B-ADVP
. . punc O

This DT ucf B-NP
compares VBZ lc B-VP
with IN lc B-PP
a DT lc B-NP
1.6 CD num I-NP
% NN num I-NP
rise NN lc I-NP
in IN lc B-PP
the DT lc B-NP
second NN lc I-NP
from IN lc B-PP
the DT lc B-NP
first JJ lc I-NP
quarter NN lc I-NP
and CC lc O
a DT lc B-NP
5.4 CD num I-NP
% NN num I-NP
increase NN lc I-NP
from IN lc B-PP
the DT lc B-NP
second JJ lc I-NP
quarter NN lc I-NP
of IN lc B-PP
1988 CD num B-NP
. . punc O

Mr. NNP unknown B-NP
Dillow NNP ucf I-NP
said VBD lc B-VP
the DT lc B-NP
data NNS lc I-NP
show VBP lc B-VP
the DT lc B-NP
economy NN lc I-NP
`` `` unknown O
is VBZ lc B-VP
still RB lc B-ADVP
quite RB lc B-ADJP
strong JJ lc I-ADJP
, , punc O
'' '' unknown O
but CC lc O
suggestions NNS lc B-NP
that IN lc B-SBAR
much NN lc B-NP
of IN lc B-PP
the DT lc B-NP
spending NN lc I-NP
went VBD lc B-VP
on IN lc B-PP
services NNS lc B-NP
rather RB lc B-PP
than IN lc I-PP
consumer NN lc B-NP
goods NNS lc I-NP
should MD lc B-VP
reduce VB lc I-VP
fears NNS lc B-NP
of IN lc B-PP
more JJR lc B-NP
import NN lc I-NP
rises NNS lc I-NP
. . punc O

Certainly RB ucf B-ADVP
, , punc O
the DT lc B-NP
chancellor NN lc I-NP
has VBZ lc B-VP
made VBN lc I-VP
it PRP lc B-NP
clear JJ lc B-ADJP
that IN lc B-SBAR
he PRP lc B-NP
is VBZ lc B-VP
prepared VBN lc I-VP
to TO lc I-VP
increase VB lc I-VP
interest NN lc B-NP
rates NNS lc I-NP
again RB lc B-ADVP
if IN lc B-SBAR
necessary JJ lc B-ADJP
to TO lc B-VP
both DT lc I-VP
ensure VB lc I-VP
that IN lc B-SBAR
a DT lc B-NP
substantial JJ lc I-NP
slowdown NN lc I-NP
does VBZ lc B-VP
take VB lc I-VP
place NN lc B-NP
and CC lc O
that DT lc O
sterling NN lc B-NP
does VBZ lc B-VP
n't RB lc I-VP
decline VB lc I-VP
further JJ lc B-ADVP
. . punc O

Thursday NNP ucf B-NP
, , punc O
he PRP lc B-NP
reminded VBD lc B-VP
his PRP$ lc B-NP
audience NN lc I-NP
that IN lc B-SBAR
the DT lc B-NP
government NN lc I-NP
`` `` unknown O
can MD lc B-VP
not RB lc I-VP
allow VB lc I-VP
the DT lc B-NP
necessary JJ lc I-NP
rigor NN lc I-NP
of IN lc B-PP
monetary JJ lc B-NP
policy NN lc I-NP
to TO lc B-VP
be VB lc I-VP
undermined VBN lc I-VP
by IN lc B-PP
exchange NN lc B-NP
rate NN lc I-NP
weakness NN lc I-NP
. . punc O
'' '' unknown O

Analysts NNS ucf B-NP
agree VBP lc B-VP
there EX lc B-NP
is VBZ lc B-VP
little JJ lc B-NP
holding NN lc B-VP
sterling NN lc B-NP
firm NN lc B-ADJP
at IN lc B-PP
the DT lc B-NP
moment NN lc I-NP
other JJ lc B-ADJP
than IN lc B-PP
Mr. NNP unknown B-NP
Lawson NNP ucf I-NP
's POS lc B-NP
promise NN lc I-NP
that IN lc B-SBAR
rates NNS lc B-NP
will MD lc B-VP
be VB lc I-VP
pushed VBN lc I-VP
higher JJR lc B-ADJP
if IN lc B-SBAR
necessary JJ lc B-ADJP
. . punc O

And CC ucf O
, , punc O
they PRP lc B-NP
warn VBP lc B-VP
, , punc O
any DT lc B-NP
further JJ lc I-NP
drop NN lc I-NP
in IN lc B-PP
the DT lc B-NP
government NN lc I-NP
's POS lc B-NP
popularity NN lc I-NP
could MD lc B-VP
swiftly RB lc I-VP
make VB lc I-VP
this DT lc B-NP
promise NN lc I-NP
sound NN lc B-VP
hollow JJ lc B-ADJP
. . punc O

Sterling NNP ucf B-NP
was VBD lc B-VP
already RB lc I-VP
showing VBG lc I-VP
some DT lc B-NP
signs NNS lc I-NP
of IN lc B-PP
a DT lc B-NP
lack NN lc I-NP
of IN lc B-PP
confidence NN lc B-NP
in IN lc B-PP
Mr. NNP unknown B-NP
Lawson NNP ucf I-NP
's POS lc B-NP
promise NN lc I-NP
Friday NNP ucf B-NP
. . punc O

In IN ucf B-PP
European JJ ucf B-NP
trading NN lc I-NP
it PRP lc B-NP
declined VBD lc B-VP
to TO lc B-PP
$ $ num B-NP
1.5890 CD num I-NP
and CC lc O
2.9495 CD num B-NP
marks NNS lc I-NP
from IN lc B-PP
$ $ num B-NP
1.5940 CD num I-NP
and CC lc O
2.9429 CD num B-NP
marks NNS lc I-NP
late JJ lc B-NP
Thursday NNP ucf I-NP
. . punc O

Economists NNS ucf B-NP
suggested VBD lc B-VP
that IN lc B-SBAR
if IN lc B-SBAR
the DT lc B-NP
pound NN lc I-NP
falls VBZ lc B-VP
much JJ lc B-NP
below IN lc B-PP
2.90 CD num B-NP
marks NNS lc I-NP
, , punc O
the DT lc B-NP
government NN lc I-NP
will MD lc B-VP
be VB lc I-VP
forced VBN lc I-VP
to TO lc I-VP
increase VB lc I-VP
rates NNS lc B-NP
to TO lc B-PP
16 CD num B-NP
% NN num I-NP
, , punc O
both DT lc B-VP
to TO lc I-VP
halt VB lc B-VP
any DT lc B-NP
further JJ lc I-NP
decline NN lc I-NP
and CC lc O
ensure VB lc B-VP
that IN lc B-SBAR
the DT lc B-NP
balance NN lc I-NP
of IN lc B-PP
monetary JJ lc B-NP
policy NN lc I-NP
remains VBZ lc B-VP
unchanged JJ lc B-ADJP
. . punc O

Friday NNP ucf B-NP
's POS lc B-NP
Market NNP ucf I-NP
Activity NN ucf I-NP

The DT ucf B-NP
dollar NN lc I-NP
posted VBD lc B-VP
gains NNS lc B-NP
in IN lc B-PP
quiet JJ lc B-NP
trading NN lc I-NP
as IN lc B-SBAR
concerns NNS lc B-NP
about IN lc B-PP
equities NNS lc B-NP
abated VBN lc B-VP
. . punc O

Foreign JJ ucf B-NP
exchange NN lc I-NP
dealers NNS lc I-NP
said VBD lc B-VP
that IN lc B-SBAR
the DT lc B-NP
currency NN lc I-NP
market NN lc I-NP
has VBZ lc B-VP
begun VBN lc I-VP
to TO lc I-VP
distance VB lc I-VP
itself PRP lc B-NP
from IN lc B-PP
the DT lc B-NP
volatile JJ lc I-NP
stock NN lc I-NP
exchange NN lc I-NP
, , punc O
which WDT lc B-NP
has VBZ lc B-VP
preoccupied VBN lc I-VP
the DT lc B-NP
market NN lc I-NP
since IN lc B-PP
Oct. NNP unknown B-NP
13 CD num I-NP
, , punc O
when WRB lc B-ADVP
the DT lc B-NP
Dow NNP ucf I-NP
Jones NNP ucf I-NP
Industrial NNP ucf I-NP
Average NNP ucf I-NP
plunged VBD lc B-VP
more JJR lc B-NP
than IN lc I-NP
190 CD num I-NP
points NNS lc I-NP
. . punc O

Currency NN ucf B-NP
analysts NNS lc I-NP
predict VBP lc B-VP
that IN lc B-SBAR
in IN lc B-PP
the DT lc B-NP
coming VBG lc I-NP
week NN lc I-NP
the DT lc B-NP
foreign JJ lc I-NP
exchange NN lc I-NP
market NN lc I-NP
will MD lc B-VP
shift VB lc I-VP
its PRP$ lc B-NP
focus NN lc I-NP
back RB lc B-ADVP
to TO lc B-PP
economic JJ lc B-NP
fundamentals NNS lc I-NP
, , punc O
keeping VBG lc B-VP
a DT lc B-NP
close NN lc I-NP
eye NN lc I-NP
out IN lc B-ADVP
for IN lc B-PP
any DT lc B-NP
signs NNS lc I-NP
of IN lc B-PP
monetary JJ lc B-NP
easing NN lc I-NP
by IN lc B-PP
U.S. NNP unknown B-NP
Federal NNP ucf I-NP
Reserve NNP ucf I-NP
. . punc O

Late RB ucf B-ADVP
in IN lc B-PP
the DT lc B-NP
New NNP ucf I-NP
York NNP ucf I-NP
trading NN lc I-NP
day NN lc I-NP
, , punc O
the DT lc B-NP
dollar NN lc I-NP
was VBD lc B-VP
quoted VBN lc I-VP
at IN lc B-PP
1.8578 CD num B-NP
marks NNS lc I-NP
, , punc O
up IN lc B-ADVP
from IN lc B-PP
1.8470 CD num B-NP
marks NNS lc I-NP
late JJ lc B-NP
Thursday NNP ucf I-NP
in IN lc B-PP
New NNP ucf B-NP
York NNP ucf I-NP
. . punc O

The DT ucf B-NP
U.S. NNP unknown I-NP
currency NN lc I-NP
was VBD lc B-VP
also RB lc I-VP
changing VBG lc I-VP
hands NNS lc B-NP
at IN lc B-PP
142.43 CD num B-NP
yen NN lc I-NP
, , punc O
up IN lc B-ADVP
from IN lc B-PP
141.70 CD num B-NP
yen NN lc I-NP
in IN lc B-PP
New NNP ucf B-NP
York NNP ucf I-NP
late JJ lc B-NP
Thursday NNP ucf I-NP
. . punc O

In IN ucf B-PP
Tokyo NNP ucf B-NP
on IN lc B-PP
Monday NNP ucf B-NP
, , punc O
the DT lc B-NP
U.S. NNP unknown I-NP
currency NN lc I-NP
opened VBD lc B-VP
for IN lc B-PP
trading NN lc B-NP
at IN lc B-PP
141.95 CD num B-NP
yen NN lc I-NP
, , punc O
up IN lc B-ADVP
from IN lc B-PP
Friday NNP ucf B-NP
's POS lc B-NP
Tokyo NNP ucf I-NP
close NN lc I-NP
of IN lc B-PP
141.35 CD num B-NP
yen NN lc I-NP
. . punc O

On IN ucf B-PP
the DT lc B-NP
Commodity NNP ucf I-NP
Exchange NNP ucf I-NP
in IN lc B-PP
New NNP ucf B-NP
York NNP ucf I-NP
, , punc O
gold NN lc B-NP
for IN lc B-PP
current JJ lc B-NP
delivery NN lc I-NP
settled VBD lc B-VP
at IN lc B-PP
$ $ num B-NP
367.30 CD num I-NP
an DT lc B-NP
ounce NN lc I-NP
, , punc O
up IN lc B-ADVP
20 CD num B-NP
cents NNS lc I-NP
. . punc O

Estimated VBN ucf B-NP
volume NN lc I-NP
was VBD lc B-VP
a DT lc B-NP
light NN lc I-NP
2.4 CD num I-NP
million CD lc I-NP
ounces NNS lc I-NP
. . punc O

In IN ucf B-PP
early JJ lc B-NP
trading NN lc I-NP
in IN lc B-PP
Hong NNP ucf B-NP
Kong NNP ucf I-NP
Monday NNP ucf B-NP
, , punc O
gold NN lc B-NP
was VBD lc B-VP
quoted VBN lc I-VP
at IN lc B-PP
$ $ num B-NP
366.50 CD num I-NP
an DT lc B-NP
ounce NN lc I-NP
. . punc O

East NNP ucf B-NP
Rock NNP ucf I-NP
Partners NNP ucf I-NP
Limited NNP ucf I-NP
Partnership NNP ucf I-NP
said VBD lc B-VP
it PRP lc B-NP
proposed VBD lc B-VP
to TO lc I-VP
acquire VB lc I-VP
A.P. NNP unknown B-NP
Green NNP ucf I-NP
Industries NNP ucf I-NP
Inc. NNP unknown I-NP
for IN lc B-PP
$ $ num B-NP
40 CD num I-NP
a DT lc B-NP
share NN lc I-NP
. . punc O

In IN ucf B-PP
an DT lc B-NP
Oct. NNP unknown I-NP
19 CD num I-NP
letter NN lc I-NP
to TO lc B-PP
A.P. NNP unknown B-NP
Green NNP ucf I-NP
's POS lc B-NP
board NN lc I-NP
, , punc O
East NNP ucf B-NP
Rock NNP ucf I-NP
said VBD lc B-VP
the DT lc B-NP
offer NN lc I-NP
is VBZ lc B-VP
subject NN lc B-ADJP
to TO lc B-PP
the DT lc B-NP
signing NN lc I-NP
of IN lc B-PP
a DT lc B-NP
merger NN lc I-NP
agreement NN lc I-NP
by IN lc B-PP
no DT lc B-ADVP
later RB lc I-ADVP
than IN lc B-PP
Oct. NNP unknown B-NP
31 CD num I-NP
. . punc O

The DT ucf B-NP
letter NN lc I-NP
, , punc O
attached VBN lc B-VP
to TO lc B-PP
a DT lc B-NP
filing NN lc I-NP
with IN lc B-PP
the DT lc B-NP
Securities NNP ucf I-NP
and CC lc I-NP
Exchange NNP ucf I-NP
Commission NNP ucf I-NP
, , punc O
said VBD lc B-VP
the DT lc B-NP
approval NN lc I-NP
is VBZ lc B-VP
also RB lc B-ADVP
contingent JJ lc B-ADJP
upon IN lc B-PP
obtaining VBG lc B-VP
satisfactory JJ lc B-NP
financing NN lc I-NP
. . punc O

An DT ucf B-NP
A.P. NNP unknown I-NP
Green NNP ucf I-NP
official NN lc I-NP
declined VBD lc B-VP
to TO lc I-VP
comment VB lc I-VP
on IN lc B-PP
the DT lc B-NP
filing NN lc I-NP
. . punc O

The DT ucf B-NP
$ $ num I-NP
40-a-share JJ lc I-NP
proposal NN lc I-NP
values VBZ lc B-VP
the DT lc B-NP
company NN lc I-NP
at IN lc B-PP
about RB lc B-NP
$ $ num I-NP
106.6 CD num I-NP
million CD lc I-NP
. . punc O

A.P. NNP unknown B-NP
Green NNP ucf I-NP
currently RB lc B-ADVP
has VBZ lc B-VP
2,664,098 CD unknown B-NP
shares NNS lc I-NP
outstanding JJ lc B-ADJP
. . punc O

Its PRP$ ucf B-NP
stock NN lc I-NP
closed VBD lc B-VP
at IN lc B-PP
$ $ num B-NP
38 CD num I-NP
, , punc O
up IN lc B-ADVP
$ $ num B-NP
1.875 CD num I-NP
, , punc O
in IN lc B-PP
national JJ lc B-NP
over-the-counter JJ lc I-NP
trading NN lc I-NP
. . punc O

The DT ucf B-NP
company NN lc I-NP
is VBZ lc B-VP
a DT lc B-NP
Mexico NNP ucf I-NP
, , punc I-NP
Mo. NNP unknown I-NP
, , punc I-NP
maker NN lc I-NP
of IN lc B-PP
refractory JJ lc B-NP
products NNS lc I-NP
. . punc O

East NNP ucf B-NP
Rock NNP ucf I-NP
also RB lc B-ADVP
said VBD lc B-VP
in IN lc B-PP
the DT lc B-NP
filing NN lc I-NP
that IN lc B-SBAR
it PRP lc B-NP
boosted VBD lc B-VP
its PRP$ lc B-NP
stake NN lc I-NP
in IN lc B-PP
A.P. NNP unknown B-NP
Green NNP ucf I-NP
to TO lc B-PP
8.7 CD num B-NP
% NN num I-NP
. . punc O

It PRP ucf B-NP
now RB lc B-ADVP
holds VBZ lc B-VP
233,000 CD unknown B-NP
A.P. NNP unknown I-NP
Green NNP ucf I-NP
common JJ lc I-NP
shares NNS lc I-NP
, , punc O
including VBG lc B-PP
30,000 CD unknown B-NP
shares NNS lc I-NP
bought VBD lc B-VP
last JJ lc B-NP
Thursday NNP ucf I-NP
for IN lc B-PP
$ $ num B-NP
35.50 CD num I-NP
to TO lc I-NP
$ $ num I-NP
36.50 CD num I-NP
a DT lc B-NP
share NN lc I-NP
. . punc O

New NNP ucf B-NP
York-based JJ ucf I-NP
John NNP ucf I-NP
Kuhns NNP ucf I-NP
and CC lc I-NP
Robert NNP ucf I-NP
MacDonald NNP ucf I-NP
control NN lc B-VP
East NNP ucf B-NP
Rock NNP ucf I-NP
Partners NNP ucf I-NP
Inc. NNP unknown I-NP
, , punc O
the DT lc B-NP
sole JJ lc I-NP
general JJ lc I-NP
partner NN lc I-NP
of IN lc B-PP
East NNP ucf B-NP
Rock NNP ucf I-NP
Partners NNP ucf I-NP
L.P NNP unknown I-NP
. . punc O

The DT ucf B-NP
sole JJ lc I-NP
limited JJ lc I-NP
partner NN lc I-NP
of IN lc B-PP
the DT lc B-NP
partnership NN lc I-NP
is VBZ lc B-VP
Westwood NNP ucf B-NP
Brick NNP ucf I-NP
Lime NNP ucf I-NP
Inc. NNP unknown I-NP
, , punc O
an DT lc B-NP
indirect JJ lc I-NP
subsidiary NN lc I-NP
of IN lc B-PP
Westwood NNP ucf B-NP
Group NNP ucf I-NP
Inc NNP ucf I-NP
. . punc O

Both DT ucf B-NP
Westwood NNP ucf B-NP
Brick NNP ucf I-NP
and CC lc O
Westwood NNP ucf B-NP
Group NNP ucf I-NP
are VBP lc B-VP
based VBN lc I-VP
in IN lc B-PP
Boston NNP ucf B-NP
. . punc O

Freight NN ucf B-NP
rates NNS lc I-NP
, , punc O
declining VBG lc B-VP
for IN lc B-PP
most RBS lc B-NP
of IN lc B-PP
the DT lc B-NP
decade NN lc I-NP
because IN lc B-PP
of IN lc I-PP
